first_name,last_name,address,mobile,drivers_license,dob,age,home_owner,monthly_income,income_verified,employer,total_session_duration,avg_pages_per_session,bounce_rate_flag,scroll_depth_pct,repeat_visitor_count,device_switching,traffic_paid_pct,traffic_organic_pct,time_outside_hours_pct,time_step1,time_step2,time_step3,inter_step_latency,drop_off_step,form_edits,funnel_revisits,funnel_friction_score,email_open_rate,email_click_through_rate,time_to_first_email_open,sms_bounce_rate,sms_reply_rate,click_to_call_ratio,reply_sentiment_score,opt_out_flag,days_since_last_application,days_since_last_session,days_since_last_email_open,days_since_last_sms_reply,event_recency_bucket,frequency_last_30_days,inverse_recency_weight,recency_frequency_interaction,referral_code_used,geo_behavior_distance,support_chat_activity,credit_check_days_ago,risk_proxy_flag,converted
Sara,Chambers,"5727 Dillon Cliffs Suite 458, Rogerborough, NC 77879",+1-569-912-5581x5635,RB190529,1979-10-28,45,0,1881.23,0,"Travis, Martinez and Wilson",15.97,5.59,0,0.38,14,6,0.9,0.1,0.23,120.61,50.85,191.23,88.82,2,2,1,0.93,0.28,0.13,12.32,0.12,0.06,0.89,0.06,1,88,76,41,1,30–90 days,5,0.011235955056179775,0.056179775280898875,0,33.63,5,39,1,0
Adam,Jacobs,"Unit 0935 Box 4951, DPO AP 45385",(966)703-1367,Pz987674,1969-08-23,55,1,2597.62,0,"Nash, Gregory and Hill",39.96,8.91,0,0.15,8,3,0.27,0.73,0.13,131.9,269.58,294.97,78.26,2,1,0,0.16,0.91,0.28,28.52,0.18,0.76,0.73,0.42,0,13,31,60,39,7–30 days,3,0.07142857142857142,0.21428571428571427,1,10.42,0,21,0,1
Stephanie,Contreras,"802 Munoz Prairie Apt. 271, Lake Sean, RI 89342",+1-853-533-0818x81298,jn008854,1979-12-25,45,1,2232.62,0,"Cardenas, Flores and Young",80.45,4.95,0,0.07,11,3,0.65,0.35,0.28,89.46,101.3,43.87,36.41,1,1,2,0.21,0.46,0.21,19.7,0.14,0.69,0.1,0.85,1,159,18,44,44,>90 days,1,0.00625,0.00625,1,28.64,9,57,0,1
George,Walker,"6159 Joseph Springs, Jessicamouth, MS 08161",+1-212-532-2144x96119,jx436140,1983-10-27,41,0,2771.2,1,Carter-Phillips,119.25,7.24,0,0.08,7,9,0.68,0.32,0.72,147.23,189.14,142.33,107.82,2,0,3,0.5,0.84,0.35,74.48,0.05,0.41,0.83,-0.54,0,17,49,42,17,7–30 days,6,0.05555555555555555,0.3333333333333333,0,26.46,0,18,1,1
Jeremy,Lewis,"37154 Ingram Falls Apt. 620, North Danielhaven, NE 67541",535.775.4035,sD514154,1988-09-06,36,1,2213.7,0,"Evans, Baker and Martin",31.94,3.21,0,0.47,11,7,0.35,0.65,0.88,294.12,87.8,21.88,86.08,completed,1,1,0.45,0.1,0.04,6.58,0.17,0.14,0.13,-0.65,1,143,2,2,15,>90 days,9,0.006944444444444444,0.0625,1,48.03,5,31,1,0
Benjamin,Calhoun,"4395 Timothy Hill Suite 970, Lake Reneeshire, ME 22449",0608028861,sj048021,1979-04-24,46,0,2508.97,1,Robinson Inc,97.97,4.03,0,0.19,12,5,0.95,0.05,0.24,290.04,14.31,149.53,43.34,2,1,2,0.45,0.57,0.16,75.26,0.15,0.69,0.83,-0.5,0,160,32,56,24,>90 days,1,0.006211180124223602,0.006211180124223602,1,30.67,3,9,1,0
Johnny,Thomas,"69819 Alexander Light, Masseyshire, KY 11342",601.414.6711x5585,iL978589,1978-09-04,46,0,3822.23,0,"Cline, Taylor and Baker",7.58,3.82,0,0.41,13,8,0.95,0.05,0.68,25.09,266.43,260.18,55.98,1,3,1,0.59,0.98,0.31,163.05,0.02,0.19,0.44,0.17,0,109,39,58,38,>90 days,6,0.00909090909090909,0.05454545454545454,1,40.9,8,8,0,0
Amber,Andersen,"395 Daniel River, Lake Carolchester, KS 72366",808.807.3586x45097,Ua018931,1968-04-06,57,0,2322.41,0,Perez-Lopez,15.23,7.68,0,0.44,10,8,0.73,0.27,0.29,59.8,163.65,94.1,77.32,1,3,1,0.12,0.65,0.14,1.04,0.03,0.93,0.87,-0.53,0,81,8,35,34,30–90 days,2,0.012195121951219513,0.024390243902439025,0,39.03,5,53,0,0
Amy,Phillips,"038 Conley Roads, East Sarahville, NM 04887",771-281-8009x176,br220882,1986-03-03,39,1,4727.55,1,Ford Group,65.26,7.13,0,0.27,14,4,0.12,0.88,0.66,197.01,118.44,285.77,7.55,3,5,2,0.3,0.92,0.21,46.15,0.11,0.82,0.1,0.89,0,48,13,8,11,30–90 days,1,0.02040816326530612,0.02040816326530612,1,39.86,9,36,0,1
Joshua,Young,"PSC 6833, Box 2124, APO AA 29730",+1-505-942-9170x328,XO090181,1985-04-18,40,0,3533.27,0,Gordon Inc,75.61,4.62,0,0.16,12,1,0.38,0.62,0.39,25.16,208.81,136.5,27.4,3,1,3,0.82,0.8,0.24,54.42,0.13,0.29,0.24,0.46,1,47,49,31,30,30–90 days,3,0.020833333333333332,0.0625,0,2.5,3,14,0,1
Kelly,Martin,"474 Williams Vista Suite 735, Port Rebecca, IL 80734",811-555-2546,Ur073597,1970-06-21,54,0,1983.48,1,Gonzalez-Mason,34.83,5.68,0,0.34,14,3,0.38,0.62,0.35,206.42,93.98,177.39,12.58,1,1,0,0.19,0.41,0.19,68.53,0.13,0.26,0.13,-0.88,0,112,78,31,44,>90 days,6,0.008849557522123894,0.05309734513274336,1,15.62,3,27,1,0
Brandon,Macias,"4009 Downs Rapids Apt. 642, West Kathy, CA 46241",596-250-3336,Xi541841,1972-04-23,53,1,1959.59,1,"Thompson, Ortega and Alvarado",38.38,1.14,0,0.08,13,9,0.3,0.7,0.69,262.67,65.85,38.31,108.25,completed,4,0,0.35,0.55,0.13,23.52,0.12,0.53,0.2,-0.1,1,116,5,56,15,>90 days,9,0.008547008547008548,0.07692307692307693,1,39.95,0,35,1,0
Jamie,Wolfe,"6454 Hughes Mission, Jonathanburgh, MN 24561",+1-503-305-2320x647,NM565573,1974-01-25,51,0,3298.27,0,Glass and Sons,23.71,7.32,0,0.25,10,7,0.02,0.98,0.43,106.56,204.13,72.68,72.95,3,2,2,0.91,0.8,0.37,176.15,0.0,0.62,0.41,0.72,1,42,54,18,39,30–90 days,1,0.023255813953488372,0.023255813953488372,0,12.96,7,53,1,1
Jacob,Middleton,"289 Bell Divide Apt. 279, South Crystalberg, MO 37252",847-407-2243x45497,qT652088,1963-05-14,62,0,2219.03,0,Johnson-Mcknight,51.93,1.77,0,0.19,19,8,0.34,0.66,0.19,30.2,180.79,160.99,90.35,1,3,3,0.51,0.42,0.11,5.73,0.07,0.98,0.87,-0.34,1,115,3,11,29,>90 days,10,0.008620689655172414,0.08620689655172414,0,29.6,7,5,1,1
Anthony,Hayes,"20637 David Pass Apt. 330, Johnmouth, IN 27224",+1-198-279-7765x14529,dh258878,1961-11-22,63,0,1420.49,0,"Mitchell, Taylor and Norris",42.74,1.67,0,0.49,3,1,0.77,0.23,0.77,189.13,196.88,18.22,100.28,3,5,2,0.79,0.26,0.1,39.46,0.01,0.2,0.18,-0.32,0,134,90,24,46,>90 days,9,0.007407407407407408,0.06666666666666667,0,21.21,6,35,1,1
Christy,Ross,"1262 Heather Rue Apt. 846, East Christopher, IA 12852",806.110.1923,HZ992632,2000-07-01,24,0,3202.23,1,"Hampton, Ramirez and Barker",112.06,6.45,0,0.42,19,10,0.49,0.51,0.2,211.9,69.76,137.96,12.48,1,1,1,0.83,0.13,0.06,155.7,0.09,0.74,0.62,0.61,0,13,53,19,19,7–30 days,8,0.07142857142857142,0.5714285714285714,1,21.87,10,11,0,0
Jessica,Hebert,"154 Kenneth Mall, Edwinburgh, MS 95373",(539)363-7918x498,xY676899,1998-01-03,27,0,2806.7,0,Flores Inc,131.39,5.38,0,0.3,20,4,0.47,0.53,0.87,228.37,245.24,19.52,58.8,completed,3,3,0.65,0.83,0.1,153.59,0.11,0.2,0.32,-0.44,1,139,0,38,56,>90 days,8,0.007142857142857143,0.05714285714285714,0,26.78,3,37,1,1
Crystal,Meyer,"5172 Jessica Trace Apt. 206, Alejandroland, NC 50892",001-519-186-1436x444,RC505187,1974-08-26,50,1,2712.09,0,"Dominguez, Barton and Hale",60.1,5.08,0,0.13,20,9,0.11,0.89,0.23,136.74,125.1,225.63,71.78,completed,1,2,0.39,0.17,0.03,104.01,0.08,0.51,0.17,0.33,0,12,23,9,3,7–30 days,6,0.07692307692307693,0.46153846153846156,0,42.7,2,54,0,0
Cynthia,Johns,"27679 Santos Corner, South Francisco, IA 51717",+1-979-720-8704,Vx856222,1991-08-17,33,1,2940.35,1,"Case, Brown and Medina",97.7,6.45,0,0.33,3,0,0.45,0.55,0.79,287.48,154.72,280.15,72.08,completed,3,1,0.54,0.45,0.08,1.67,0.05,0.51,0.38,-0.1,0,172,36,39,42,>90 days,10,0.005780346820809248,0.057803468208092484,0,49.04,7,47,1,0
Shelly,Nelson,"96402 Montgomery Way, Courtneyborough, IN 36327",7076478427,CM894136,1976-01-11,49,0,2345.47,1,Miller PLC,5.22,1.43,0,0.44,11,5,0.25,0.75,0.28,13.34,47.8,99.69,18.44,3,0,3,0.99,0.31,0.05,36.64,0.12,0.06,0.86,0.92,0,74,60,8,7,30–90 days,5,0.013333333333333334,0.06666666666666667,1,12.71,8,26,0,0
Ashley,Ochoa,"PSC 9766, Box 5488, APO AA 84876",(133)602-5260x598,RB505104,1983-02-10,42,0,2602.88,0,Bradley LLC,48.41,4.73,0,0.49,19,10,0.69,0.31,0.55,259.01,44.07,237.84,82.45,completed,3,2,0.12,0.69,0.19,170.15,0.03,0.64,0.38,0.91,1,155,40,16,33,>90 days,10,0.00641025641025641,0.0641025641025641,1,16.83,2,39,1,1
Deanna,Phelps,"24103 Hernandez Estates Suite 817, Longchester, VA 01408",(181)427-0237x975,SR472620,1979-11-11,45,1,3833.16,1,Davis-Padilla,29.35,3.27,0,0.04,6,9,0.28,0.72,0.45,59.62,263.24,214.42,14.8,1,5,2,0.65,0.65,0.31,1.54,0.05,0.93,0.93,0.44,0,0,15,1,29,<7 days,2,1.0,2.0,0,38.41,9,26,1,1
Michael,Moore,"829 Eric Burg Apt. 135, South Tyler, MA 39498",(139)257-7487x43528,Dv862660,1984-08-20,40,1,3030.48,0,"Clark, Santos and Carlson",22.68,2.63,1,0.37,1,10,0.98,0.02,0.9,171.13,59.34,101.67,53.82,1,5,2,0.31,0.28,0.14,28.45,0.15,0.0,0.6,0.83,1,17,39,19,32,7–30 days,9,0.05555555555555555,0.5,1,14.75,0,7,1,0
Geoffrey,Hall,"88331 Rodriguez Row Suite 069, West Jasonborough, PA 18813",001-867-435-1445,at137616,1985-08-13,39,0,3520.69,0,Marshall Inc,18.76,7.19,0,0.19,7,5,0.42,0.58,0.23,133.66,165.85,16.53,56.07,2,5,3,0.78,0.68,0.24,163.81,0.0,0.56,0.79,0.08,1,9,82,8,30,7–30 days,3,0.1,0.3,1,16.53,8,57,1,1
Sean,Alexander,"637 Steven Estates Suite 473, Angelicaside, RI 08445",3730715220,Cn264959,1970-05-04,55,1,4048.4,0,Palmer-Butler,46.93,7.07,1,0.06,17,4,0.37,0.63,0.41,37.75,275.23,36.4,79.54,2,4,0,0.41,0.41,0.15,13.01,0.12,0.77,0.83,-0.66,0,147,87,21,51,>90 days,6,0.006756756756756757,0.04054054054054054,0,44.92,2,17,0,1
Lucas,Hall,"46564 Smith Pine Apt. 141, South Blakeshire, ME 46332",(883)870-5417x7357,RI677441,1999-05-24,25,1,3811.71,0,Robinson-Roberts,63.99,5.88,1,0.18,19,9,0.39,0.61,0.33,87.89,259.71,30.26,82.93,3,1,0,0.17,0.34,0.04,49.33,0.15,0.89,0.22,-0.07,1,180,40,45,2,>90 days,5,0.0055248618784530384,0.027624309392265192,1,23.78,1,31,0,1
Daniel,Haas,"PSC 5324, Box 0916, APO AE 69262",578-847-0245x5095,xV792684,1959-05-29,66,1,3346.12,0,Brown and Sons,71.58,7.04,1,0.26,17,4,0.54,0.46,0.52,110.85,160.95,200.06,53.11,1,0,2,0.71,0.86,0.14,81.83,0.08,0.69,0.25,0.28,0,51,11,28,32,30–90 days,1,0.019230769230769232,0.019230769230769232,1,43.94,8,9,0,1
Anthony,Robertson,"9600 Joseph Keys, Michaelview, IA 37717",158-289-8974,yR404084,1977-09-14,47,1,3824.1,1,Price-Peters,43.91,1.95,0,0.42,11,2,0.6,0.4,0.32,260.08,92.2,209.16,82.54,completed,4,1,0.22,0.03,0.01,52.77,0.16,0.8,0.46,0.21,0,9,58,24,45,7–30 days,9,0.1,0.9,0,30.41,0,19,0,0
Jonathan,Hall,"98152 Luis Estates, Davidside, AR 18108",(531)549-1318x81141,rB510070,2001-12-20,23,0,2717.87,1,Hahn-Hernandez,114.42,3.39,0,0.08,15,0,0.21,0.79,0.26,129.7,76.06,179.32,47.72,completed,4,2,0.45,0.54,0.1,28.88,0.18,0.43,0.41,-0.93,0,147,39,40,57,>90 days,4,0.006756756756756757,0.02702702702702703,1,25.15,3,12,1,1
Benjamin,Owens,"97925 Fischer Manor, North Michaelborough, NJ 39242",808.651.9106x891,SW610274,1968-11-26,56,1,4992.04,1,Mcneil-Hoover,159.97,2.6,0,0.39,4,4,0.33,0.67,0.21,215.88,164.78,51.71,6.06,1,1,2,0.81,0.18,0.06,61.31,0.12,0.32,0.09,-0.55,0,3,79,35,32,<7 days,2,0.25,0.5,0,9.81,8,22,1,1
Jacob,Washington,"1678 Brian Forest Suite 491, Kirstenstad, SC 29155",1930957860,hZ437222,1968-01-20,57,1,4871.07,0,"Shaw, Lambert and Rogers",23.76,1.11,0,0.32,6,1,0.57,0.43,0.84,250.23,103.66,78.8,35.2,2,4,2,0.5,0.74,0.22,13.14,0.14,0.81,0.29,0.33,1,12,16,1,30,7–30 days,1,0.07692307692307693,0.07692307692307693,0,21.62,6,3,0,1
Jonathan,Ritter,"73981 Thompson Branch, East Kaitlyn, AK 32284",+1-860-499-6362,aF395113,1973-11-07,51,0,4933.36,1,Reilly Inc,60.62,5.46,0,0.12,20,5,0.72,0.28,0.42,72.28,113.23,92.39,25.25,2,2,1,0.74,0.25,0.07,70.07,0.2,0.39,0.08,-0.82,0,119,72,8,5,>90 days,8,0.008333333333333333,0.06666666666666667,0,29.74,7,19,1,0
Adam,Armstrong,"211 Thomas Stravenue Suite 773, East Shawnborough, MS 01279",(959)672-7272x765,Fm215579,1960-04-16,65,0,1523.74,0,Kelly-Ingram,157.6,1.49,0,0.11,20,4,0.1,0.9,0.59,66.98,82.91,60.34,115.15,2,3,1,0.85,0.23,0.05,38.57,0.1,0.02,0.67,0.05,1,83,58,31,1,30–90 days,2,0.011904761904761904,0.023809523809523808,1,44.98,1,22,1,0
Patricia,Brown,"3487 Moore Mountain Apt. 643, Harrisfurt, OR 58756",001-806-033-8162x9890,AE134694,2004-10-19,20,0,3422.43,1,"Crawford, Ramos and Holloway",34.03,2.14,0,0.25,12,9,0.41,0.59,0.86,46.65,292.37,76.89,93.88,1,4,0,0.34,0.14,0.06,56.29,0.13,0.57,0.47,-0.01,1,27,41,35,41,7–30 days,2,0.03571428571428571,0.07142857142857142,1,36.75,8,29,1,0
Patrick,Smith,"Unit 0790 Box 9418, DPO AP 87125",576.005.5637,if916584,1994-07-21,30,0,3257.37,0,Cabrera Ltd,29.33,1.52,0,0.1,18,2,0.51,0.49,0.2,148.22,231.45,84.9,60.29,3,3,0,0.99,0.69,0.3,75.26,0.15,0.04,0.12,-0.59,1,53,88,37,27,30–90 days,7,0.018518518518518517,0.12962962962962962,1,20.4,8,44,0,1
Christopher,Bryant,"904 Edwards Lodge Suite 804, West Katherinemouth, MT 19487",7879872509,Nm820184,1981-04-29,44,0,2571.02,1,Choi-Green,97.45,7.38,0,0.66,4,9,0.99,0.01,0.2,30.98,264.77,97.53,79.78,3,2,0,0.33,0.39,0.08,62.4,0.08,0.72,0.51,0.89,1,45,39,25,4,30–90 days,10,0.021739130434782608,0.21739130434782608,0,2.57,10,52,1,1
William,Johnson,"77687 Jacob Locks, North Lee, OK 52197",001-115-282-9436x6212,nL248886,2002-05-25,22,0,5666.91,0,"Ortega, Robles and Lambert",53.86,1.44,0,0.16,7,2,0.73,0.27,0.85,200.59,137.32,23.02,110.81,completed,1,1,0.47,0.03,0.01,87.25,0.02,0.21,0.06,0.15,1,136,37,24,39,>90 days,10,0.0072992700729927005,0.072992700729927,1,31.29,3,13,1,0
Matthew,Vaughn,"24450 Moore Creek, Davidbury, MS 43302",527-806-9766x1830,yk367578,2006-01-15,19,1,4349.18,1,"Butler, Nichols and Austin",50.95,6.54,0,0.09,12,1,0.35,0.65,0.83,48.85,204.74,11.26,111.33,completed,4,3,0.11,0.09,0.02,67.87,0.04,0.59,0.44,-0.93,0,75,7,23,57,30–90 days,9,0.013157894736842105,0.11842105263157894,0,16.32,0,45,1,1
Brittany,Richardson,"3770 Bell Squares, Johnathanshire, MT 19681",(167)153-9750,gK948466,1974-04-13,51,1,3588.08,0,Price LLC,97.3,7.28,0,0.27,8,6,0.49,0.51,0.11,50.61,103.4,177.79,13.64,3,5,2,0.94,0.37,0.17,140.71,0.15,0.61,0.63,0.28,1,103,48,27,34,>90 days,4,0.009615384615384616,0.038461538461538464,0,31.62,7,8,0,0
Brandy,Vincent,"45838 Christine Squares Suite 015, Port Christyfurt, CT 48890",071-457-3002,Ut358166,1968-06-02,56,1,3291.38,1,"Burns, Church and Wilson",51.26,7.99,1,0.88,5,4,0.57,0.43,0.52,21.08,188.41,250.13,23.11,1,1,0,0.59,0.59,0.1,23.1,0.2,0.39,0.23,-0.66,0,165,2,9,46,>90 days,8,0.006024096385542169,0.04819277108433735,1,33.55,2,5,0,0
Bethany,Herrera,"34496 Stewart Mountains Suite 266, Claytonshire, SD 13756",001-669-170-9377x723,Ug491994,1990-02-03,35,1,4605.36,1,"Obrien, Lewis and Russell",113.96,9.04,0,0.43,20,6,0.93,0.07,0.34,260.54,236.64,279.93,33.26,1,3,3,0.58,0.27,0.12,1.95,0.11,0.34,0.32,0.29,1,98,45,14,11,>90 days,7,0.010101010101010102,0.0707070707070707,0,42.65,9,31,0,0
Steven,Shepherd,"60996 Gray Glen, Robertmouth, OH 64455",229.627.8624,wM343805,1959-07-09,65,1,4050.05,1,Chen-Pierce,63.66,5.68,0,0.29,18,9,0.74,0.26,0.56,29.36,43.77,182.98,36.62,2,0,0,0.08,0.43,0.14,59.85,0.14,0.64,0.33,0.51,1,180,47,7,37,>90 days,8,0.0055248618784530384,0.04419889502762431,0,32.61,2,46,1,1
Ashley,Moore,"8226 Kelly Mills, Churchbury, VA 08543",001-228-166-9942x875,YV083745,1996-03-31,29,0,3800.7,0,"Tucker, Young and Green",179.73,7.27,0,0.06,8,7,0.48,0.52,0.34,159.33,57.96,293.54,17.41,completed,5,2,0.93,0.91,0.28,130.76,0.09,0.63,0.34,-0.4,0,87,68,49,0,30–90 days,8,0.011363636363636364,0.09090909090909091,1,29.12,8,57,1,1
Steven,Esparza,"USS Alvarez, FPO AE 60480",+1-192-555-5946x8387,RM672628,1996-03-18,29,1,5710.79,1,Rios PLC,47.57,4.3,0,0.07,12,4,0.31,0.69,0.51,120.77,173.65,43.21,119.65,2,1,0,0.43,0.35,0.13,66.14,0.17,0.45,0.72,-0.79,1,144,33,3,40,>90 days,8,0.006896551724137931,0.05517241379310345,0,42.38,9,3,1,0
Sean,Sullivan,"1109 Brown Unions Suite 474, Lake Gabrielmouth, NC 37717",047.552.8315,zs563356,1965-10-06,59,0,2159.51,1,Chavez-Smith,81.62,3.85,1,0.4,16,1,0.57,0.43,0.86,159.85,247.54,168.67,9.69,1,4,0,0.32,0.58,0.28,154.78,0.05,0.22,0.2,0.84,1,64,16,39,17,30–90 days,5,0.015384615384615385,0.07692307692307693,1,42.71,0,47,0,0
Felicia,Wise,"743 Jennifer Green, Bryantview, AK 06470",162-930-1839x6504,zV387777,1972-06-04,52,0,2472.01,1,Pratt-Lowery,122.84,5.18,0,0.19,12,2,0.75,0.25,0.44,159.97,117.3,224.83,95.18,2,5,1,0.76,0.72,0.13,61.5,0.09,0.33,0.75,-0.34,1,46,67,55,2,30–90 days,6,0.02127659574468085,0.1276595744680851,0,7.34,2,38,0,0
Thomas,Martinez,"PSC 1082, Box 8896, APO AP 45197",497-923-9720,rd457905,1966-09-20,58,1,3272.24,1,Guerrero LLC,47.81,6.51,0,0.34,8,10,0.87,0.13,0.33,35.01,281.6,119.68,71.29,3,5,1,0.79,0.32,0.12,25.24,0.06,0.14,0.81,-0.55,0,147,44,3,41,>90 days,5,0.006756756756756757,0.033783783783783786,0,36.01,0,10,1,0
Justin,Stevens,"1644 Garcia Oval Suite 992, Victoriabury, NH 86581",187.944.3437x11283,Vh762075,1978-04-17,47,1,3043.03,1,Scott Inc,81.6,5.15,0,0.09,18,3,0.39,0.61,0.87,130.58,184.31,215.84,114.32,3,5,3,0.24,0.75,0.23,49.07,0.16,0.55,0.66,-0.35,1,67,18,33,55,30–90 days,7,0.014705882352941176,0.10294117647058823,0,24.32,4,59,1,1
Maria,Smith,"256 Randy Mount, East Johnton, ME 88297",932-160-9591x2495,oD125816,2000-07-20,24,1,2573.67,0,Strickland-Morgan,13.37,9.65,0,0.73,4,8,0.41,0.59,0.54,167.61,154.17,49.09,62.05,2,3,2,0.17,0.13,0.06,109.29,0.13,0.4,0.91,0.28,1,69,34,51,6,30–90 days,5,0.014285714285714285,0.07142857142857142,1,38.57,7,49,0,0
James,Beck,"6013 James Orchard Apt. 352, Sullivanmouth, NE 68010",218-101-4954x61153,Wp870136,1968-08-01,56,0,1913.02,1,Nguyen and Sons,67.33,8.69,0,0.35,6,5,0.03,0.97,0.16,89.44,67.96,77.24,96.76,completed,5,0,0.56,0.01,0.0,74.01,0.02,0.68,0.7,0.44,0,3,52,6,33,<7 days,2,0.25,0.5,1,36.56,5,14,1,1
Patricia,Stone,"7083 Christopher Key, Georgeshire, WA 67787",840-517-4105,cL406892,1976-06-05,48,0,2067.14,0,Russell-Williams,68.89,7.65,1,0.27,20,1,0.6,0.4,0.48,280.53,32.06,155.32,84.0,completed,4,1,0.79,0.58,0.27,169.62,0.01,0.4,0.02,-0.34,0,30,11,54,38,30–90 days,3,0.03225806451612903,0.0967741935483871,1,27.07,10,48,0,0
Victoria,Hall,"Unit 2658 Box 7528, DPO AP 38463",792.003.9735,Ul618912,1962-12-21,62,0,3100.26,1,"James, Hawkins and Wood",92.0,9.1,1,0.63,10,7,0.48,0.52,0.2,279.1,141.69,223.0,47.22,completed,5,3,0.02,0.1,0.03,124.5,0.07,0.7,0.7,0.41,1,109,88,57,42,>90 days,6,0.00909090909090909,0.05454545454545454,1,24.88,2,49,0,1
Lauren,Shea,"00512 Madison Fields, New Dustinberg, UT 25951",(660)738-8303,Rd567289,1981-06-26,43,0,3868.68,1,Banks-Roberts,49.13,2.79,0,0.56,13,5,0.77,0.23,0.36,80.24,59.03,234.71,19.92,completed,2,2,0.45,0.51,0.19,114.36,0.16,0.04,0.3,-0.44,0,112,8,31,59,>90 days,4,0.008849557522123894,0.035398230088495575,1,7.73,2,41,1,1
William,Barry,"9098 Carol Road Suite 894, South Joseph, NH 38055",300-815-3514,Oj174315,1973-08-30,51,1,3703.88,0,"Cook, Odonnell and Gonzalez",20.24,6.97,0,0.2,20,10,0.02,0.98,0.16,131.21,283.44,219.24,15.13,completed,3,2,0.85,0.73,0.25,147.83,0.08,0.22,0.51,0.1,0,8,9,4,36,7–30 days,5,0.1111111111111111,0.5555555555555556,1,27.15,0,57,1,1
Nicole,Mills,"30785 Montoya Station Suite 473, West Melissa, NM 66247",315.619.0685x3983,AJ779053,1965-05-04,60,0,2022.22,0,Smith Inc,78.01,8.88,1,0.3,13,4,0.85,0.15,0.5,226.93,50.3,83.2,89.15,1,5,2,0.16,0.35,0.07,63.63,0.14,0.37,0.56,-0.8,1,147,0,32,45,>90 days,8,0.006756756756756757,0.05405405405405406,1,40.35,6,25,0,0
Kelly,Reeves,"858 Seth Shore Apt. 071, East Steven, ND 21780",001-976-192-7543x90662,dF513807,1985-02-25,40,0,2536.05,1,White Group,129.81,2.89,1,0.17,16,1,0.76,0.24,0.27,107.94,244.81,211.75,93.07,2,2,2,0.44,0.72,0.18,38.82,0.13,0.98,0.31,-0.08,1,14,80,41,5,7–30 days,6,0.06666666666666667,0.4,1,33.86,1,53,1,0
Amy,Adams,"2049 Watkins Neck Suite 266, East Eric, OR 52282",+1-429-476-7431x83038,Eu231679,2004-08-22,20,1,2713.19,0,Martinez Inc,112.7,1.52,1,0.25,6,8,0.11,0.89,0.38,264.16,68.48,32.69,95.63,completed,3,1,0.84,0.16,0.07,123.93,0.1,0.83,0.42,-0.61,1,178,49,57,6,>90 days,6,0.00558659217877095,0.0335195530726257,1,14.6,1,56,1,0
Katherine,Jones,"33897 Heath Junction Suite 838, Espinozachester, AR 96635",622.376.4776x524,Mh379227,2006-02-16,19,0,3901.21,0,Clark-Reynolds,73.97,6.23,0,0.52,7,0,0.3,0.7,0.11,97.19,177.64,119.02,66.51,1,3,3,0.88,0.91,0.19,83.72,0.11,0.95,1.0,-0.53,0,138,82,19,31,>90 days,9,0.007194244604316547,0.06474820143884892,1,36.49,0,2,1,1
Jimmy,Duran,"38821 Farrell Parks, Tylertown, IN 64476",(469)579-1895,Gx287721,1992-05-31,32,0,2980.08,1,Dean-Greene,41.0,1.2,0,0.57,4,3,0.41,0.59,0.29,165.09,67.66,157.44,23.1,3,5,1,0.67,0.75,0.11,84.74,0.01,0.6,0.26,0.06,0,18,4,47,9,7–30 days,8,0.05263157894736842,0.42105263157894735,0,26.11,7,58,0,1
Carlos,Cameron,"391 Perez Manors, North James, VT 39961",001-626-724-5636x5644,Ms270092,1988-04-30,37,0,3091.17,0,"Brown, Phillips and Johnson",87.16,4.61,1,0.11,6,10,0.83,0.17,0.76,64.77,213.33,94.29,39.21,completed,2,0,0.3,0.73,0.14,1.16,0.14,0.17,0.1,-0.52,1,156,21,53,37,>90 days,2,0.006369426751592357,0.012738853503184714,0,19.31,1,31,0,1
Teresa,Flores,"36120 Jacobs Fields, Katherinestad, MA 67088",970.714.2409,Aw723380,2003-03-30,22,0,2394.32,1,Marquez-Brown,48.77,7.44,0,0.39,11,10,0.19,0.81,0.79,84.31,120.26,262.67,81.26,3,2,0,0.34,0.68,0.07,132.68,0.1,0.81,0.95,0.85,0,82,27,48,2,30–90 days,10,0.012048192771084338,0.12048192771084337,0,45.51,5,4,0,1
Jack,Hart,"4073 Brown Road, Michaelchester, KY 93864",(589)551-1723x32467,eV212554,1966-04-03,59,1,754.41,0,Hernandez-Dunn,57.96,7.21,1,0.17,12,8,0.29,0.71,0.59,243.25,270.78,190.89,5.65,1,3,1,0.19,0.1,0.02,90.74,0.01,0.35,0.18,0.29,0,34,12,50,54,30–90 days,10,0.02857142857142857,0.2857142857142857,1,23.48,2,1,1,1
Jaime,Garza,"84704 Fisher Throughway, Christopherberg, MA 50129",(938)531-9481,QC763233,1966-05-17,59,0,226.19,0,"Baker, Lowe and Smith",43.36,2.93,0,0.2,3,10,0.46,0.54,0.17,186.61,93.58,56.49,67.62,2,3,3,0.53,0.08,0.03,112.66,0.04,0.47,0.72,0.06,0,52,18,40,17,30–90 days,9,0.018867924528301886,0.16981132075471697,1,20.08,6,15,0,0
Justin,Hart,"51070 Melinda Mills Apt. 501, West Alyssa, PA 02500",520.981.7573x105,yE205950,1975-07-28,49,0,3985.4,0,"Warner, Wang and Zamora",10.3,7.05,0,0.42,16,9,0.95,0.05,0.16,280.69,115.31,254.97,53.11,completed,5,2,0.44,0.63,0.26,7.05,0.12,0.19,0.35,-0.3,1,107,0,35,15,>90 days,4,0.009259259259259259,0.037037037037037035,0,23.72,8,6,1,0
